2
25 10
0.098892 -0.22639573 -0.09003792 -0.32079798 -0.049615428 -0.0 -0.14550517 0.28104645 -0.32557642 -0.15116452
-0.1397924 0.15200028 -0.11755301 -0.19482315 -0.080577694 0.044777997 -0.06905883 -0.3368089 -0.08926001 -0.17795596
0.0935489 0.17027941 0.24634911 0.3573795 -0.19455256 0.0 -0.3749526 0.0 0.0 -0.1325098
-0.102436855 -0.0 -0.17179963 0.085268795 -0.22347379 0.10338972 0.21830328 0.07125807 0.2211845 -0.21941338
0.0 0.23348555 0.3503386 0.069868 -0.17792174 -0.0 -0.26134318 -0.102435336 -0.12163515 -0.10193037
-0.10365101 -0.19353248 -0.0 0.26583767 0.101297505 -0.17427824 0.07826772 0.23688374 -0.18631126 -0.29774627
-0.20764895 -0.36316514 -0.12679318 0.0 0.1993774 0.34123978 -0.094213374 0.18259367 -0.34676075 -0.21601479
0.37380183 -0.14781173 -0.22601499 0.282524 0.18870209 0.266282 0.18806762 0.071889386 -0.144463 -0.21113941
0.17964782 -0.18834388 0.0 0.11497622 0.30844018 0.10887262 -0.10566446 -0.0 0.054853823 -0.0
0.15565844 -0.06419124 0.18351293 0.0 0.14436372 -0.10542906 0.15931974 0.23762397 -0.07589359 0.2268174
0.38471773 0.12742151 -0.28597522 0.23847292 -0.15000759 0.15565874 -0.2385214 -0.078731455 0.26672584 0.2489957
-0.10840845 0.15706816 -0.24159797 0.13657808 -0.28921658 -0.12726635 -0.15546593 0.21472335 0.049899448 -0.22008808
-0.31163612 -0.0 -0.0 0.0 -0.42605442 -0.12631857 -0.20053177 -0.0786092 -0.12658438 -0.18932459
-0.12785244 -0.25895655 -0.11029184 -0.2901385 -0.25418788 -0.08356624 0.17494646 0.15235108 -0.07233525 0.0
0.17452691 0.23340763 0.1857277 0.27221212 0.35367778 -0.20610175 -0.0 0.08325774 -0.21271302 -0.08809422
-0.0 0.63261116 0.085059166 0.088722795 -0.2292701 -0.17951845 -0.06765538 -0.0 -0.13064197 0.0
-0.14050815 -0.14485432 0.4661083 0.102761544 -0.14736684 0.22316329 -0.2418388 -0.3125961 -0.14516592 0.17985155
-0.20785742 -0.06352768 -0.17394862 -0.04996133 -0.0 -0.1098051 -0.20861302 -0.124581106 0.26319 -0.09376645
-0.073353246 0.12957515 -0.26211014 0.43223017 0.20786145 0.35373643 -0.07781813 -0.13437721 0.07237263 -0.30334398
-0.28826085 -0.17136489 0.1798108 0.23101455 0.332357 -0.15462552 0.15927826 0.11022148 -0.21161796 0.102148175
0.12962094 -0.123951435 0.23402858 0.16285743 0.078903385 0.06564626 -0.29944864 0.13522696 0.0 0.41834065
-0.2378483 0.17831108 -0.03031279 0.0 -0.17682773 0.3699998 -0.37100014 -0.49620086 0.06721304 -0.23689519
-0.22098352 -0.10253421 0.109022126 0.11092107 -0.18168706 -0.12494071 -0.28092492 -0.08517657 0.0 0.3214937
0.09042083 -0.07203484 0.09026077 -0.16822712 0.06905019 0.070653826 0.20010267 0.24078788 0.16523184 0.08040235
0.33399504 -0.22028002 -0.28198004 0.28558847 0.19042513 0.1775046 -0.104626186 0.13635401 -0.14152654 0.23193069
0.323046 0.22804657 0.05583517 -0.18171498 -0.09712311 -0.05250324 -0.0061654556 0.028210254 0.003156183 0.2772133
3
10 27
-0.15478277 0.3430959 -0.3212931 -0.2355975 -0.14310429 -0.48060736 -0.1710629 0.5192384 -0.25226945 0.21418074 0.20707594 0.25377482 -0.5390704 -0.0 0.11748205 0.1084936 0.44109118 -0.0 -0.0 0.38589135 0.26818484 -0.49760076 -0.48346138 0.37444305 0.28850555 0.32088283 -0.21578443
-0.0 0.27079055 0.0 0.2177679 0.15298557 -0.60036796 -0.40543583 0.10982548 -0.5812649 -0.34845307 0.14948338 -0.0 0.5194603 -0.18811096 -0.36280838 0.61375207 0.32239604 0.29725134 -0.5483702 -0.2039233 0.104082234 -0.4583902 0.0 0.25180247 -0.38731486 -0.46080017 0.20020641
